epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
1,241.807,1.589,10.2453,0.62503,1.34793,0.04356,20.5087,0.97566,0.94355,0.99087,0.53269,0,0,0,0,1.66165,10.6509,0.84847,0.49692,0.07801,0,0.000658009,0.000658009,0.000658009
